,Country,Metric Name,Metric Value
5485,Algeria,Helicopters_Normalized_Imports,25.802141250029397
4963,Algeria,Helicopters_Score,11.094999999999999
265,Algeria,Imports,33663.9
4180,Algeria,Missiles/Rockets/Bombs_Normalized_Exports,0.0
4702,Algeria,Missiles/Rockets/Bombs_Normalized_Gross,0.0
4441,Algeria,Missiles/Rockets/Bombs_Normalized_Imports,19.707010027744225
3919,Algeria,Missiles/Rockets/Bombs_Score,8.474
9400,Algeria,Naval Vessels_Normalized_Exports,0.0
9922,Algeria,Naval Vessels_Normalized_Gross,0.0
9661,Algeria,Naval Vessels_Normalized_Imports,27.33772573950785
9139,Algeria,Naval Vessels_Score,11.755
787,Algeria,Normalized_Exports,1.6031469961637995e-05
1309,Algeria,Normalized_Gross,0.04239805101684121
1048,Algeria,Normalized_Imports,0.24015328650862997
8356,Algeria,Radar/Detection Systems_Normalized_Exports,0.0
8878,Algeria,Radar/Detection Systems_Normalized_Gross,0.0
8617,Algeria,Radar/Detection Systems_Normalized_Imports,6.8451542929845965
8095,Algeria,Radar/Detection Systems_Score,2.943
3136,Algeria,Specialized Equipment_Normalized_Exports,0.0
3658,Algeria,Specialized Equipment_Normalized_Gross,0.0
3397,Algeria,Specialized Equipment_Normalized_Imports,4.007008132077789
2875,Algeria,Specialized Equipment_Score,1.7229999999999999
6268,Algeria,Unmanned Vehicles_Normalized_Exports,0.0
6790,Algeria,Unmanned Vehicles_Normalized_Gross,0.0
6529,Algeria,Unmanned Vehicles_Normalized_Imports,31.947444204463643
6007,Algeria,Unmanned Vehicles_Score,13.736999999999998
10444,Algeria,ZZ_loop_export_score,0.003008921683064906
10705,Algeria,ZZ_loop_import_score,20.085226189266805
10183,Algeria,ZZ_loop_score,8.638
2093,Amal (Lebanon)*,Aircraft_Normalized_Exports,
2615,Amal (Lebanon)*,Aircraft_Normalized_Gross,
2354,Amal (Lebanon)*,Aircraft_Normalized_Imports,
1832,Amal (Lebanon)*,Aircraft_Score,
1571,Amal (Lebanon)*,Country_Score,0.019
5,Amal (Lebanon)*,Exports,0.0
527,Amal (Lebanon)*,Gross_Deals,0.0
7313,Amal (Lebanon)*,Ground Vehicles/Artillery_Normalized_Exports,0.0
7835,Amal (Lebanon)*,Ground Vehicles/Artillery_Normalized_Gross,0.0
7574,Amal (Lebanon)*,Ground Vehicles/Artillery_Normalized_Imports,0.24948734934711153
7052,Amal (Lebanon)*,Ground Vehicles/Artillery_Score,0.107
5225,Amal (Lebanon)*,Helicopters_Normalized_Exports,
5747,Amal (Lebanon)*,Helicopters_Normalized_Gross,
5486,Amal (Lebanon)*,Helicopters_Normalized_Imports,
4964,Amal (Lebanon)*,Helicopters_Score,
266,Amal (Lebanon)*,Imports,63.120000000000005
4181,Amal (Lebanon)*,Missiles/Rockets/Bombs_Normalized_Exports,
4703,Amal (Lebanon)*,Missiles/Rockets/Bombs_Normalized_Gross,
4442,Amal (Lebanon)*,Missiles/Rockets/Bombs_Normalized_Imports,
3920,Amal (Lebanon)*,Missiles/Rockets/Bombs_Score,
9401,Amal (Lebanon)*,Naval Vessels_Normalized_Exports,
9923,Amal (Lebanon)*,Naval Vessels_Normalized_Gross,
9662,Amal (Lebanon)*,Naval Vessels_Normalized_Imports,
9140,Amal (Lebanon)*,Naval Vessels_Score,
788,Amal (Lebanon)*,Normalized_Exports,0.0
1310,Amal (Lebanon)*,Normalized_Gross,0.0
1049,Amal (Lebanon)*,Normalized_Imports,0.00045028874980096553
8357,Amal (Lebanon)*,Radar/Detection Systems_Normalized_Exports,
8879,Amal (Lebanon)*,Radar/Detection Systems_Normalized_Gross,
8618,Amal (Lebanon)*,Radar/Detection Systems_Normalized_Imports,
8096,Amal (Lebanon)*,Radar/Detection Systems_Score,
3137,Amal (Lebanon)*,Specialized Equipment_Normalized_Exports,
3659,Amal (Lebanon)*,Specialized Equipment_Normalized_Gross,
3398,Amal (Lebanon)*,Specialized Equipment_Normalized_Imports,
2876,Amal (Lebanon)*,Specialized Equipment_Score,
6269,Amal (Lebanon)*,Unmanned Vehicles_Normalized_Exports,
6791,Amal (Lebanon)*,Unmanned Vehicles_Normalized_Gross,
6530,Amal (Lebanon)*,Unmanned Vehicles_Normalized_Imports,
6008,Amal (Lebanon)*,Unmanned Vehicles_Score,
10445,Amal (Lebanon)*,ZZ_loop_export_score,
10706,Amal (Lebanon)*,ZZ_loop_import_score,
10184,Amal (Lebanon)*,ZZ_loop_score,
2094,Angola,Aircraft_Normalized_Exports,0.0007292029589060358
2616,Angola,Aircraft_Normalized_Gross,0.9326407905117104
2355,Angola,Aircraft_Normalized_Imports,6.3111154161459275
1833,Angola,Aircraft_Score,2.714
1572,Angola,Country_Score,2.715
6,Angola,Exports,4.569999999999999
528,Angola,Gross_Deals,8853.5
7314,Angola,Ground Vehicles/Artillery_Normalized_Exports,0.0015655213937145226
7836,Angola,Ground Vehicles/Artillery_Normalized_Gross,1.4581077385954635
7575,Angola,Ground Vehicles/Artillery_Normalized_Imports,6.600861347958962
7053,Angola,Ground Vehicles/Artillery_Score,2.839
5226,Angola,Helicopters_Normalized_Exports,0.0
5748,Angola,Helicopters_Normalized_Gross,0.0
5487,Angola,Helicopters_Normalized_Imports,11.51686249641775
4965,Angola,Helicopters_Score,4.952
267,Angola,Imports,8848.93
4182,Angola,Missiles/Rockets/Bombs_Normalized_Exports,0.0
4704,Angola,Missiles/Rockets/Bombs_Normalized_Gross,0.0
4443,Angola,Missiles/Rockets/Bombs_Normalized_Imports,5.550508334275101
3921,Angola,Missiles/Rockets/Bombs_Score,2.387
9402,Angola,Naval Vessels_Normalized_Exports,0.0
9924,Angola,Naval Vessels_Normalized_Gross,0.0
9663,Angola,Naval Vessels_Normalized_Imports,1.796370687186541
9141,Angola,Naval Vessels_Score,0.772
789,Angola,Normalized_Exports,6.074943426590848e-06
1311,Angola,Normalized_Gross,0.011146561068418053
1050,Angola,Normalized_Imports,0.06312695859911689
8358,Angola,Radar/Detection Systems_Normalized_Exports,0.0
8880,Angola,Radar/Detection Systems_Normalized_Gross,0.0
8619,Angola,Radar/Detection Systems_Normalized_Imports,6.717402413206937
8097,Angola,Radar/Detection Systems_Score,2.888
3138,Angola,Specialized Equipment_Normalized_Exports,0.0
3660,Angola,Specialized Equipment_Normalized_Gross,0.0
3399,Angola,Specialized Equipment_Normalized_Imports,1.2850996911510526
2877,Angola,Specialized Equipment_Score,0.553
6270,Angola,Unmanned Vehicles_Normalized_Exports,0.0
6792,Angola,Unmanned Vehicles_Normalized_Gross,0.0
6531,Angola,Unmanned Vehicles_Normalized_Imports,5.4931605471562275
6009,Angola,Unmanned Vehicles_Score,2.3619999999999997
10446,Angola,ZZ_loop_export_score,0.0007292029589060358
10707,Angola,ZZ_loop_import_score,6.3111154161459275
10185,Angola,ZZ_loop_score,2.714
2095,Anti-Castro rebels (Cuba)*,Aircraft_Normalized_Exports,
2617,Anti-Castro rebels (Cuba)*,Aircraft_Normalized_Gross,
2356,Anti-Castro rebels (Cuba)*,Aircraft_Normalized_Imports,
1834,Anti-Castro rebels (Cuba)*,Aircraft_Score,
1573,Anti-Castro rebels (Cuba)*,Country_Score,0.001
7,Anti-Castro rebels (Cuba)*,Exports,0.0
529,Anti-Castro rebels (Cuba)*,Gross_Deals,0.0
7315,Anti-Castro rebels (Cuba)*,Ground Vehicles/Artillery_Normalized_Exports,0.0
7837,Anti-Castro rebels (Cuba)*,Ground Vehicles/Artillery_Normalized_Gross,0.0
7576,Anti-Castro rebels (Cuba)*,Ground Vehicles/Artillery_Normalized_Imports,0.008695693418308703
7054,Anti-Castro rebels (Cuba)*,Ground Vehicles/Artillery_Score,0.004
5227,Anti-Castro rebels (Cuba)*,Helicopters_Normalized_Exports,
5749,Anti-Castro rebels (Cuba)*,Helicopters_Normalized_Gross,
5488,Anti-Castro rebels (Cuba)*,Helicopters_Normalized_Imports,
4966,Anti-Castro rebels (Cuba)*,Helicopters_Score,
268,Anti-Castro rebels (Cuba)*,Imports,2.2
4183,Anti-Castro rebels (Cuba)*,Missiles/Rockets/Bombs_Normalized_Exports,
4705,Anti-Castro rebels (Cuba)*,Missiles/Rockets/Bombs_Normalized_Gross,
4444,Anti-Castro rebels (Cuba)*,Missiles/Rockets/Bombs_Normalized_Imports,
3922,Anti-Castro rebels (Cuba)*,Missiles/Rockets/Bombs_Score,
9403,Anti-Castro rebels (Cuba)*,Naval Vessels_Normalized_Exports,
9925,Anti-Castro rebels (Cuba)*,Naval Vessels_Normalized_Gross,
9664,Anti-Castro rebels (Cuba)*,Naval Vessels_Normalized_Imports,
9142,Anti-Castro rebels (Cuba)*,Naval Vessels_Score,
790,Anti-Castro rebels (Cuba)*,Normalized_Exports,0.0
1312,Anti-Castro rebels (Cuba)*,Normalized_Gross,0.0
1051,Anti-Castro rebels (Cuba)*,Normalized_Imports,1.5694474802948737e-05
8359,Anti-Castro rebels (Cuba)*,Radar/Detection Systems_Normalized_Exports,
8881,Anti-Castro rebels (Cuba)*,Radar/Detection Systems_Normalized_Gross,
8620,Anti-Castro rebels (Cuba)*,Radar/Detection Systems_Normalized_Imports,
8098,Anti-Castro rebels (Cuba)*,Radar/Detection Systems_Score,
3139,Anti-Castro rebels (Cuba)*,Specialized Equipment_Normalized_Exports,
3661,Anti-Castro rebels (Cuba)*,Specialized Equipment_Normalized_Gross,
3400,Anti-Castro rebels (Cuba)*,Specialized Equipment_Normalized_Imports,
2878,Anti-Castro rebels (Cuba)*,Specialized Equipment_Score,
6271,Anti-Castro rebels (Cuba)*,Unmanned Vehicles_Normalized_Exports,
6793,Anti-Castro rebels (Cuba)*,Unmanned Vehicles_Normalized_Gross,
6532,Anti-Castro rebels (Cuba)*,Unmanned Vehicles_Normalized_Imports,
6010,Anti-Castro rebels (Cuba)*,Unmanned Vehicles_Score,
10447,Anti-Castro rebels (Cuba)*,ZZ_loop_export_score,
10708,Anti-Castro rebels (Cuba)*,ZZ_loop_import_score,
10186,Anti-Castro rebels (Cuba)*,ZZ_loop_score,
2096,Antigua and Barbuda,Aircraft_Normalized_Exports,0.0
2618,Antigua and Barbuda,Aircraft_Normalized_Gross,0.0
2357,Antigua and Barbuda,Aircraft_Normalized_Imports,0.0009112573697939783
1835,Antigua and Barbuda,Aircraft_Score,0.0
1574,Antigua and Barbuda,Country_Score,0.0
8,Antigua and Barbuda,Exports,0.0
530,Antigua and Barbuda,Gross_Deals,0.0
7316,Antigua and Barbuda,Ground Vehicles/Artillery_Normalized_Exports,
7838,Antigua and Barbuda,Ground Vehicles/Artillery_Normalized_Gross,
7577,Antigua and Barbuda,Ground Vehicles/Artillery_Normalized_Imports,
7055,Antigua and Barbuda,Ground Vehicles/Artillery_Score,
5228,Antigua and Barbuda,Helicopters_Normalized_Exports,
5750,Antigua and Barbuda,Helicopters_Normalized_Gross,
5489,Antigua and Barbuda,Helicopters_Normalized_Imports,
4967,Antigua and Barbuda,Helicopters_Score,
269,Antigua and Barbuda,Imports,0.54
4184,Antigua and Barbuda,Missiles/Rockets/Bombs_Normalized_Exports,
4706,Antigua and Barbuda,Missiles/Rockets/Bombs_Normalized_Gross,
4445,Antigua and Barbuda,Missiles/Rockets/Bombs_Normalized_Imports,
3923,Antigua and Barbuda,Missiles/Rockets/Bombs_Score,
9404,Antigua and Barbuda,Naval Vessels_Normalized_Exports,
9926,Antigua and Barbuda,Naval Vessels_Normalized_Gross,
9665,Antigua and Barbuda,Naval Vessels_Normalized_Imports,
9143,Antigua and Barbuda,Naval Vessels_Score,
791,Antigua and Barbuda,Normalized_Exports,0.0
1313,Antigua and Barbuda,Normalized_Gross,0.0
1052,Antigua and Barbuda,Normalized_Imports,3.852280178905599e-06
8360,Antigua and Barbuda,Radar/Detection Systems_Normalized_Exports,
8882,Antigua and Barbuda,Radar/Detection Systems_Normalized_Gross,
8621,Antigua and Barbuda,Radar/Detection Systems_Normalized_Imports,
8099,Antigua and Barbuda,Radar/Detection Systems_Score,
3140,Antigua and Barbuda,Specialized Equipment_Normalized_Exports,
3662,Antigua and Barbuda,Specialized Equipment_Normalized_Gross,
3401,Antigua and Barbuda,Specialized Equipment_Normalized_Imports,
2879,Antigua and Barbuda,Specialized Equipment_Score,
6272,Antigua and Barbuda,Unmanned Vehicles_Normalized_Exports,
6794,Antigua and Barbuda,Unmanned Vehicles_Normalized_Gross,
6533,Antigua and Barbuda,Unmanned Vehicles_Normalized_Imports,
6011,Antigua and Barbuda,Unmanned Vehicles_Score,
10448,Antigua and Barbuda,ZZ_loop_export_score,0.0
10709,Antigua and Barbuda,ZZ_loop_import_score,0.0009112573697939783
10187,Antigua and Barbuda,ZZ_loop_score,0.0
2097,Argentina,Aircraft_Normalized_Exports,0.017761848914827023
2619,Argentina,Aircraft_Normalized_Gross,0.7840956529814943
2358,Argentina,Aircraft_Normalized_Imports,5.192816996907462
1836,Argentina,Aircraft_Score,2.243
1575,Argentina,Country_Score,3.5229999999999997
9,Argentina,Exports,129.07
531,Argentina,Gross_Deals,11580.8
7317,Argentina,Ground Vehicles/Artillery_Normalized_Exports,0.024456720842505365
7839,Argentina,Ground Vehicles/Artillery_Normalized_Gross,1.345618188819688
7578,Argentina,Ground Vehicles/Artillery_Normalized_Imports,5.991688498127265
7056,Argentina,Ground Vehicles/Artillery_Score,2.59
5229,Argentina,Helicopters_Normalized_Exports,0.013436794825353204
5751,Argentina,Helicopters_Normalized_Gross,0.9747236140184844
5490,Argentina,Helicopters_Normalized_Imports,6.379500026567459
4968,Argentina,Helicopters_Score,2.751
270,Argentina,Imports,11451.73
4185,Argentina,Missiles/Rockets/Bombs_Normalized_Exports,0.0
4707,Argentina,Missiles/Rockets/Bombs_Normalized_Gross,0.0
4446,Argentina,Missiles/Rockets/Bombs_Normalized_Imports,3.1121867644734977
3924,Argentina,Missiles/Rockets/Bombs_Score,1.3379999999999999
9405,Argentina,Naval Vessels_Normalized_Exports,0.04629736039375741
9927,Argentina,Naval Vessels_Normalized_Gross,8.80368201167419
9666,Argentina,Naval Vessels_Normalized_Imports,25.49799834623493
9144,Argentina,Naval Vessels_Score,10.991
792,Argentina,Normalized_Exports,0.00017157394924947065
1314,Argentina,Normalized_Gross,0.014580233175708567
1053,Argentina,Normalized_Imports,0.08169494906144187
8361,Argentina,Radar/Detection Systems_Normalized_Exports,0.0
8883,Argentina,Radar/Detection Systems_Normalized_Gross,0.0
8622,Argentina,Radar/Detection Systems_Normalized_Imports,9.885257954509902
8100,Argentina,Radar/Detection Systems_Score,4.251
3141,Argentina,Specialized Equipment_Normalized_Exports,0.00211497721112055
3663,Argentina,Specialized Equipment_Normalized_Gross,1.0518371408611744
3402,Argentina,Specialized Equipment_Normalized_Imports,3.5129206532108013
2880,Argentina,Specialized Equipment_Score,1.512
6273,Argentina,Unmanned Vehicles_Normalized_Exports,
6795,Argentina,Unmanned Vehicles_Normalized_Gross,
6534,Argentina,Unmanned Vehicles_Normalized_Imports,
6012,Argentina,Unmanned Vehicles_Score,
10449,Argentina,ZZ_loop_export_score,0.017761848914827023
10710,Argentina,ZZ_loop_import_score,5.192816996907462
10188,Argentina,ZZ_loop_score,2.243
2098,Armenia,Aircraft_Normalized_Exports,0.0011257870242759854
2620,Armenia,Aircraft_Normalized_Gross,0.07954037425291043
2359,Armenia,Aircraft_Normalized_Imports,0.531229296316934
1837,Armenia,Aircraft_Score,0.22899999999999998
1576,Armenia,Country_Score,0.329
10,Armenia,Exports,4.4
532,Armenia,Gross_Deals,1076.2
7318,Armenia,Ground Vehicles/Artillery_Normalized_Exports,0.0
7840,Armenia,Ground Vehicles/Artillery_Normalized_Gross,0.0
7579,Armenia,Ground Vehicles/Artillery_Normalized_Imports,0.7612684328937529
7057,Armenia,Ground Vehicles/Artillery_Score,0.327
5230,Armenia,Helicopters_Normalized_Exports,0.0
5752,Armenia,Helicopters_Normalized_Gross,0.0
5491,Armenia,Helicopters_Normalized_Imports,0.25260861952873687
4969,Armenia,Helicopters_Score,0.109
271,Armenia,Imports,1071.8
4186,Armenia,Missiles/Rockets/Bombs_Normalized_Exports,0.0
4708,Armenia,Missiles/Rockets/Bombs_Normalized_Gross,0.0
4447,Armenia,Missiles/Rockets/Bombs_Normalized_Imports,2.3160141074319394
3925,Armenia,Missiles/Rockets/Bombs_Score,0.996
9406,Armenia,Naval Vessels_Normalized_Exports,
9928,Armenia,Naval Vessels_Normalized_Gross,
9667,Armenia,Naval Vessels_Normalized_Imports,
9145,Armenia,Naval Vessels_Score,
793,Armenia,Normalized_Exports,5.8489608483588045e-06
1315,Armenia,Normalized_Gross,0.0013549363553206654
1054,Armenia,Normalized_Imports,0.007646062769909297
8362,Armenia,Radar/Detection Systems_Normalized_Exports,0.0
8884,Armenia,Radar/Detection Systems_Normalized_Gross,0.0
8623,Armenia,Radar/Detection Systems_Normalized_Imports,0.8082261781851933
8101,Armenia,Radar/Detection Systems_Score,0.348
3142,Armenia,Specialized Equipment_Normalized_Exports,
3664,Armenia,Specialized Equipment_Normalized_Gross,
3403,Armenia,Specialized Equipment_Normalized_Imports,
2881,Armenia,Specialized Equipment_Score,
6274,Armenia,Unmanned Vehicles_Normalized_Exports,
6796,Armenia,Unmanned Vehicles_Normalized_Gross,
6535,Armenia,Unmanned Vehicles_Normalized_Imports,
6013,Armenia,Unmanned Vehicles_Score,
10450,Armenia,ZZ_loop_export_score,0.0011257870242759854
10711,Armenia,ZZ_loop_import_score,0.531229296316934
